,0,1
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ProvisionCL,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ProvisionCL,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}AccountsPayableOther,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}AccountsPayableOther,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}AssetRetirementObligationsCL,"{'contextRef': 'Prior1YearInstant', 'unitRef': 'JPY', '{http://www.w3.org/2001/XMLSchema-instance}nil': 'true'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}AssetRetirementObligationsCL,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}OtherCL,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}OtherCL,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}CurrentLiabilities,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}CurrentLiabilities,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}LongTermLoansPayable,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}LongTermLoansPayable,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ProvisionNCL,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ProvisionNCL,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}NetDefinedBenefitLiability,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}NetDefinedBenefitLiability,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}AssetRetirementObligationsNCL,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}AssetRetirementObligationsNCL,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}OtherNCL,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}OtherNCL,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}NoncurrentLiabilities,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}NoncurrentLiabilities,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}Liabilities,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}Liabilities,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}CapitalStock,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}CapitalStock,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}CapitalSurplus,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}CapitalSurplus,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}RetainedEarnings,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}RetainedEarnings,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}TreasuryStock,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}TreasuryStock,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ShareholdersEquity,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ShareholdersEquity,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ValuationDifferenceOnAvailableForSaleSecurities,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ValuationDifferenceOnAvailableForSaleSecurities,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}DeferredGainsOrLossesOnHedges,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}DeferredGainsOrLossesOnHedges,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ForeignCurrencyTranslationAdjustment,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ForeignCurrencyTranslationAdjustment,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}RemeasurementsOfDefinedBenefitPlans,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}RemeasurementsOfDefinedBenefitPlans,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ValuationAndTranslationAdjustments,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ValuationAndTranslationAdjustments,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}NonControllingInterests,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}NonControllingInterests,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}NetAssets,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}NetAssets,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}LiabilitiesAndNetAssets,"{'contextRef': 'Prior1YearInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}LiabilitiesAndNetAssets,"{'contextRef': 'CurrentQuarterInstant', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}NetSales,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}NetSales,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}CostOfSales,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}CostOfSales,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}GrossProfit,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}GrossProfit,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}SellingGeneralAndAdministrativeExpenses,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}SellingGeneralAndAdministrativeExpenses,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}OperatingIncome,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}OperatingIncome,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}InterestIncomeNOI,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}InterestIncomeNOI,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}DividendsIncomeNOI,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}DividendsIncomeNOI,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}EquityInEarningsOfAffiliatesNOI,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}EquityInEarningsOfAffiliatesNOI,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}InsuranceIncomeNOI,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}InsuranceIncomeNOI,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ForeignExchangeGainsNOI,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ForeignExchangeGainsNOI,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}SubsidyIncomeNOI,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}SubsidyIncomeNOI,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}OtherNOI,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}OtherNOI,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}NonOperatingIncome,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}NonOperatingIncome,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}InterestExpensesNOE,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}InterestExpensesNOE,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/jpcrp040300/q3r/001/E00012-000/2022-12-31/01/2023-02-07}ProvisionForLossOnLitigationNOE,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/jpcrp040300/q3r/001/E00012-000/2022-12-31/01/2023-02-07}ProvisionForLossOnLitigationNOE,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ProvisionOfAllowanceForDoubtfulAccountsNOE,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ProvisionOfAllowanceForDoubtfulAccountsNOE,"{'contextRef': 'CurrentYTDDuration', 'unitRef': 'JPY', '{http://www.w3.org/2001/XMLSchema-instance}nil': 'true'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}OtherNOE,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}OtherNOE,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}NonOperatingExpenses,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}NonOperatingExpenses,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}OrdinaryIncome,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}OrdinaryIncome,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}GainOnDisposalOfNoncurrentAssetsEI,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}GainOnDisposalOfNoncurrentAssetsEI,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}InsuranceIncomeEI,"{'contextRef': 'Prior1YTDDuration', 'unitRef': 'JPY', '{http://www.w3.org/2001/XMLSchema-instance}nil': 'true'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}InsuranceIncomeEI,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/jpcrp040300/q3r/001/E00012-000/2022-12-31/01/2023-02-07}GovernmentSubsidyEI,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/jpcrp040300/q3r/001/E00012-000/2022-12-31/01/2023-02-07}GovernmentSubsidyEI,"{'contextRef': 'CurrentYTDDuration', 'unitRef': 'JPY', '{http://www.w3.org/2001/XMLSchema-instance}nil': 'true'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ExtraordinaryIncome,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ExtraordinaryIncome,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}LossOnDisposalOfNoncurrentAssetsEL,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}LossOnDisposalOfNoncurrentAssetsEL,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ImpairmentLossEL,"{'contextRef': 'Prior1YTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}ImpairmentLossEL,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}LossOnDisasterEL,"{'contextRef': 'Prior1YTDDuration', 'unitRef': 'JPY', '{http://www.w3.org/2001/XMLSchema-instance}nil': 'true'}"
0,{http://disclosure.edinet-fsa.go.jp/taxonomy/jppfs/2021-11-01/jppfs_cor}LossOnDisasterEL,"{'contextRef': 'CurrentYTDDuration', 'decimals': '-6', 'unitRef': 'JPY'}"
